order_gid,order_name,order_created_at,order_processed_at,order_financial_status,order_total_amount,order_currency,transaction_gid,transaction_kind,transaction_status,transaction_gateway,transaction_created_at,transaction_processed_at,transaction_amount,transaction_currency,fee_type,fee_amount,fee_currency,fee_tax_amount,fee_tax_currency,fee_rate_name,fee_flat_fee_name,fee_rate
gid://shopify/Order/7666254446782,#1275,2026-04-22T18:55:57Z,2026-04-22T18:55:55Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9226847617214,CAPTURE,SUCCESS,shopify_payments,2026-04-22T18:55:58Z,2026-04-22T18:55:58Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666623512766,#1276,2026-04-22T21:38:18Z,2026-04-22T21:38:14Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9227328291006,CAPTURE,SUCCESS,shopify_payments,2026-04-22T21:38:20Z,2026-04-22T21:38:20Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666674696382,#1277,2026-04-22T22:07:59Z,2026-04-22T22:07:56Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9227403690174,CAPTURE,SUCCESS,shopify_payments,2026-04-22T22:08:00Z,2026-04-22T22:08:00Z,88.0,USD,processing_fee,3.03,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7666700484798,#1278,2026-04-22T22:24:12Z,2026-04-22T22:24:08Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9227439734974,CAPTURE,SUCCESS,shopify_payments,2026-04-22T22:24:13Z,2026-04-22T22:24:13Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666726928574,#1279,2026-04-22T22:40:58Z,2026-04-22T22:40:55Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9227475550398,CAPTURE,SUCCESS,shopify_payments,2026-04-22T22:41:00Z,2026-04-22T22:41:00Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666801606846,#1280,2026-04-22T23:26:52Z,2026-04-22T23:26:49Z,PAID,110.0,USD,gid://shopify/OrderTransaction/9227575263422,CAPTURE,SUCCESS,shopify_payments,2026-04-22T23:26:53Z,2026-04-22T23:26:53Z,110.0,USD,processing_fee,3.05,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666815402174,#1281,2026-04-22T23:35:42Z,2026-04-22T23:35:39Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9227594563774,CAPTURE,SUCCESS,shopify_payments,2026-04-22T23:35:43Z,2026-04-22T23:35:43Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666901123262,#1282,2026-04-23T00:34:25Z,2026-04-23T00:34:21Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9227713183934,CAPTURE,SUCCESS,shopify_payments,2026-04-23T00:34:26Z,2026-04-23T00:34:26Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7666962694334,#1283,2026-04-23T01:15:04Z,2026-04-23T01:15:00Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9227794612414,CAPTURE,SUCCESS,shopify_payments,2026-04-23T01:15:05Z,2026-04-23T01:15:05Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7667149045950,#1284,2026-04-23T03:25:09Z,2026-04-23T03:25:06Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9228054593726,SALE,SUCCESS,shopify_payments,2026-04-23T03:25:06Z,2026-04-23T03:25:06Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7667195838654,#1285,2026-04-23T04:03:05Z,2026-04-23T04:02:59Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9228114723006,CAPTURE,SUCCESS,shopify_payments,2026-04-23T04:03:06Z,2026-04-23T04:03:06Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7667401294014,#1286,2026-04-23T06:39:41Z,2026-04-23T06:39:39Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9228390170814,CAPTURE,SUCCESS,shopify_payments,2026-04-23T06:39:42Z,2026-04-23T06:39:42Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7667454804158,#1287,2026-04-23T07:34:56Z,2026-04-23T07:34:53Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9228465963198,SALE,SUCCESS,shopify_payments,2026-04-23T07:34:54Z,2026-04-23T07:34:54Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7667487047870,#1288,2026-04-23T08:10:27Z,2026-04-23T08:10:24Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9228512886974,CAPTURE,SUCCESS,shopify_payments,2026-04-23T08:10:28Z,2026-04-23T08:10:28Z,59.0,USD,processing_fee,2.72,USD,0.0,USD,amex_international_card_not_present,,0.041
gid://shopify/Order/7667608846526,#1289,2026-04-23T10:23:30Z,2026-04-23T10:23:26Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9228693307582,CAPTURE,SUCCESS,shopify_payments,2026-04-23T10:23:31Z,2026-04-23T10:23:31Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7667630342334,#1290,2026-04-23T10:43:58Z,2026-04-23T10:43:55Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9228725092542,CAPTURE,SUCCESS,shopify_payments,2026-04-23T10:43:59Z,2026-04-23T10:43:59Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7667889995966,#1292,2026-04-23T13:48:55Z,2026-04-23T13:48:52Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9229053591742,CAPTURE,SUCCESS,shopify_payments,2026-04-23T13:48:57Z,2026-04-23T13:48:57Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7668159840446,#1294,2026-04-23T15:51:01Z,2026-04-23T15:50:58Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9229400703166,CAPTURE,SUCCESS,shopify_payments,2026-04-23T15:51:02Z,2026-04-23T15:51:02Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668231569598,#1296,2026-04-23T16:16:54Z,2026-04-23T16:16:47Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9229490487486,CAPTURE,SUCCESS,shopify_payments,2026-04-23T16:16:56Z,2026-04-23T16:16:56Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7668350517438,#1297,2026-04-23T16:55:39Z,2026-04-23T16:55:36Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9229626179774,SALE,SUCCESS,shopify_payments,2026-04-23T16:55:36Z,2026-04-23T16:55:36Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668447346878,#1298,2026-04-23T17:21:47Z,2026-04-23T17:21:46Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9229721370814,CAPTURE,SUCCESS,shopify_payments,2026-04-23T17:21:48Z,2026-04-23T17:21:48Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7668523696318,#1299,2026-04-23T17:47:43Z,2026-04-23T17:47:40Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9229815513278,CAPTURE,SUCCESS,shopify_payments,2026-04-23T17:47:44Z,2026-04-23T17:47:44Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668529070270,#1300,2026-04-23T17:50:05Z,2026-04-23T17:50:02Z,PAID,74.8,USD,gid://shopify/OrderTransaction/9229822918846,CAPTURE,SUCCESS,shopify_payments,2026-04-23T17:50:06Z,2026-04-23T17:50:06Z,74.8,USD,processing_fee,2.17,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668636811454,#1301,2026-04-23T18:29:03Z,2026-04-23T18:28:59Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9229952581822,CAPTURE,SUCCESS,shopify_payments,2026-04-23T18:29:04Z,2026-04-23T18:29:04Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668690256062,#1302,2026-04-23T18:49:53Z,2026-04-23T18:49:51Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9230018642110,CAPTURE,SUCCESS,shopify_payments,2026-04-23T18:49:53Z,2026-04-23T18:49:53Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7668827717822,#1303,2026-04-23T19:50:00Z,2026-04-23T19:49:57Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9230194868414,SALE,SUCCESS,shopify_payments,2026-04-23T19:49:57Z,2026-04-23T19:49:57Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668839809214,#1304,2026-04-23T19:55:32Z,2026-04-23T19:55:29Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9230211219646,CAPTURE,SUCCESS,shopify_payments,2026-04-23T19:55:33Z,2026-04-23T19:55:33Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7668951548094,#1306,2026-04-23T20:49:09Z,2026-04-23T20:49:06Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9230380499134,CAPTURE,SUCCESS,shopify_payments,2026-04-23T20:49:10Z,2026-04-23T20:49:10Z,88.0,USD,processing_fee,2.5,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7669039104190,#1307,2026-04-23T21:30:21Z,2026-04-23T21:30:18Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9230522712254,CAPTURE,SUCCESS,shopify_payments,2026-04-23T21:30:23Z,2026-04-23T21:30:23Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7669060108478,#1308,2026-04-23T21:42:03Z,2026-04-23T21:42:02Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9230551482558,CAPTURE,SUCCESS,shopify_payments,2026-04-23T21:42:04Z,2026-04-23T21:42:04Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7669148418238,#1309,2026-04-23T22:30:45Z,2026-04-23T22:30:44Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9230672101566,CAPTURE,SUCCESS,shopify_payments,2026-04-23T22:30:46Z,2026-04-23T22:30:46Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7669366194366,#1310,2026-04-24T00:52:15Z,2026-04-24T00:52:11Z,PAID,110.0,USD,gid://shopify/OrderTransaction/9230968488126,CAPTURE,SUCCESS,shopify_payments,2026-04-24T00:52:16Z,2026-04-24T00:52:16Z,110.0,USD,processing_fee,3.05,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7669405876414,#1311,2026-04-24T01:18:44Z,2026-04-24T01:18:41Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9231020589246,CAPTURE,SUCCESS,shopify_payments,2026-04-24T01:18:46Z,2026-04-24T01:18:46Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7669485011134,#1312,2026-04-24T02:12:40Z,2026-04-24T02:12:37Z,PAID,139.0,USD,gid://shopify/OrderTransaction/9231133081790,SALE,SUCCESS,shopify_payments,2026-04-24T02:12:38Z,2026-04-24T02:12:38Z,139.0,USD,processing_fee,3.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7669493629118,#1313,2026-04-24T02:18:38Z,2026-04-24T02:18:36Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9231145271486,CAPTURE,SUCCESS,shopify_payments,2026-04-24T02:18:39Z,2026-04-24T02:18:39Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7669875409086,#1315,2026-04-24T07:01:24Z,2026-04-24T07:01:20Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9231640985790,CAPTURE,SUCCESS,shopify_payments,2026-04-24T07:01:25Z,2026-04-24T07:01:25Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7670250111166,#1316,2026-04-24T12:47:10Z,2026-04-24T12:47:06Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9232174907582,CAPTURE,SUCCESS,shopify_payments,2026-04-24T12:47:12Z,2026-04-24T12:47:12Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7670279012542,#1317,2026-04-24T13:03:57Z,2026-04-24T13:03:53Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9232212164798,CAPTURE,SUCCESS,shopify_payments,2026-04-24T13:03:58Z,2026-04-24T13:03:58Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7670294544574,#1318,2026-04-24T13:13:16Z,2026-04-24T13:13:12Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9232232644798,CAPTURE,SUCCESS,shopify_payments,2026-04-24T13:13:17Z,2026-04-24T13:13:17Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7670376661182,#1319,2026-04-24T13:58:35Z,2026-04-24T13:58:30Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9232335012030,CAPTURE,SUCCESS,shopify_payments,2026-04-24T13:58:36Z,2026-04-24T13:58:36Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7670580183230,#1320,2026-04-24T15:29:42Z,2026-04-24T15:29:38Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9232587817150,CAPTURE,SUCCESS,shopify_payments,2026-04-24T15:29:43Z,2026-04-24T15:29:43Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7671019176126,#1322,2026-04-24T18:06:52Z,2026-04-24T18:06:49Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233103388862,CAPTURE,SUCCESS,shopify_payments,2026-04-24T18:06:54Z,2026-04-24T18:06:54Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7671147495614,#1324,2026-04-24T19:02:03Z,2026-04-24T19:02:01Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233265164478,CAPTURE,SUCCESS,shopify_payments,2026-04-24T19:02:05Z,2026-04-24T19:02:05Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7671224959166,#1325,2026-04-24T19:36:41Z,2026-04-24T19:36:37Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9233368613054,CAPTURE,SUCCESS,shopify_payments,2026-04-24T19:36:43Z,2026-04-24T19:36:43Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7671245308094,#1326,2026-04-24T19:46:38Z,2026-04-24T19:46:34Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233398464702,CAPTURE,SUCCESS,shopify_payments,2026-04-24T19:46:40Z,2026-04-24T19:46:40Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7671333814462,#1327,2026-04-24T20:31:47Z,2026-04-24T20:31:46Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233533731006,CAPTURE,SUCCESS,shopify_payments,2026-04-24T20:31:48Z,2026-04-24T20:31:48Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7671385260222,#1328,2026-04-24T20:55:33Z,2026-04-24T20:55:31Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233626628286,CAPTURE,SUCCESS,shopify_payments,2026-04-24T20:55:34Z,2026-04-24T20:55:34Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7671432609982,#1329,2026-04-24T21:22:05Z,2026-04-24T21:22:03Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233695080638,CAPTURE,SUCCESS,shopify_payments,2026-04-24T21:22:07Z,2026-04-24T21:22:07Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7671480385726,#1330,2026-04-24T21:48:10Z,2026-04-24T21:48:05Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233760223422,CAPTURE,SUCCESS,shopify_payments,2026-04-24T21:48:11Z,2026-04-24T21:48:11Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7671591076030,#1331,2026-04-24T22:57:23Z,2026-04-24T22:57:20Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9233919639742,CAPTURE,SUCCESS,shopify_payments,2026-04-24T22:57:25Z,2026-04-24T22:57:25Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7671632560318,#1332,2026-04-24T23:25:46Z,2026-04-24T23:25:45Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9233979441342,CAPTURE,SUCCESS,shopify_payments,2026-04-24T23:25:47Z,2026-04-24T23:25:47Z,47.2,USD,processing_fee,2.14,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7671782932670,#1333,2026-04-25T01:13:51Z,2026-04-25T01:13:48Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9234193547454,CAPTURE,SUCCESS,shopify_payments,2026-04-25T01:13:52Z,2026-04-25T01:13:52Z,47.2,USD,processing_fee,1.76,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7671798792382,#1334,2026-04-25T01:26:04Z,2026-04-25T01:26:01Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9234217271486,CAPTURE,SUCCESS,shopify_payments,2026-04-25T01:26:05Z,2026-04-25T01:26:05Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672068899006,#1335,2026-04-25T02:30:23Z,2026-04-25T02:30:19Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9234324553918,CAPTURE,SUCCESS,shopify_payments,2026-04-25T02:30:24Z,2026-04-25T02:30:24Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672093671614,#1336,2026-04-25T02:50:28Z,2026-04-25T02:50:24Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9234359517374,CAPTURE,SUCCESS,shopify_payments,2026-04-25T02:50:29Z,2026-04-25T02:50:29Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672098422974,#1337,2026-04-25T02:54:23Z,2026-04-25T02:54:19Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9234365415614,CAPTURE,SUCCESS,shopify_payments,2026-04-25T02:54:24Z,2026-04-25T02:54:24Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672209539262,#1339,2026-04-25T04:16:04Z,2026-04-25T04:15:59Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9234513854654,SALE,SUCCESS,shopify_payments,2026-04-25T04:16:00Z,2026-04-25T04:16:00Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672650399934,#1340,2026-04-25T11:45:05Z,2026-04-25T11:45:01Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9235129925822,CAPTURE,SUCCESS,shopify_payments,2026-04-25T11:45:06Z,2026-04-25T11:45:06Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672684052670,#1341,2026-04-25T12:12:02Z,2026-04-25T12:11:59Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9235176489150,CAPTURE,SUCCESS,shopify_payments,2026-04-25T12:12:03Z,2026-04-25T12:12:03Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672703844542,#1342,2026-04-25T12:31:39Z,2026-04-25T12:31:36Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9235205685438,CAPTURE,SUCCESS,shopify_payments,2026-04-25T12:31:41Z,2026-04-25T12:31:41Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7672807096510,#1344,2026-04-25T13:55:01Z,2026-04-25T13:54:58Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9235341803710,CAPTURE,SUCCESS,shopify_payments,2026-04-25T13:55:03Z,2026-04-25T13:55:03Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7672882299070,#1345,2026-04-25T14:43:57Z,2026-04-25T14:43:54Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9235444957374,CAPTURE,SUCCESS,shopify_payments,2026-04-25T14:43:58Z,2026-04-25T14:43:58Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7672983879870,#1346,2026-04-25T15:39:21Z,2026-04-25T15:39:17Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9235585106110,CAPTURE,SUCCESS,shopify_payments,2026-04-25T15:39:23Z,2026-04-25T15:39:23Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7673017073854,#1347,2026-04-25T15:57:38Z,2026-04-25T15:57:35Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9235632652478,CAPTURE,SUCCESS,shopify_payments,2026-04-25T15:57:39Z,2026-04-25T15:57:39Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7673046794430,#1348,2026-04-25T16:12:26Z,2026-04-25T16:12:22Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9235673776318,CAPTURE,SUCCESS,shopify_payments,2026-04-25T16:12:28Z,2026-04-25T16:12:28Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7673248415934,#1350,2026-04-25T17:45:15Z,2026-04-25T17:45:12Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9235931627710,CAPTURE,SUCCESS,shopify_payments,2026-04-25T17:45:16Z,2026-04-25T17:45:16Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673297797310,#1351,2026-04-25T18:11:02Z,2026-04-25T18:10:58Z,PAID,170.2,USD,gid://shopify/OrderTransaction/9235999981758,CAPTURE,SUCCESS,shopify_payments,2026-04-25T18:11:03Z,2026-04-25T18:11:03Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673297797310,#1351,2026-04-25T18:11:02Z,2026-04-25T18:10:58Z,PAID,170.2,USD,gid://shopify/OrderTransaction/9236000637118,SALE,SUCCESS,shopify_payments,2026-04-25T18:11:20Z,2026-04-25T18:11:20Z,23.2,USD,processing_fee,0.88,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673309003966,#1352,2026-04-25T18:16:39Z,2026-04-25T18:16:36Z,PAID,110.0,USD,gid://shopify/OrderTransaction/9236016660670,CAPTURE,SUCCESS,shopify_payments,2026-04-25T18:16:40Z,2026-04-25T18:16:40Z,110.0,USD,processing_fee,3.05,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673335054526,#1353,2026-04-25T18:29:50Z,2026-04-25T18:29:49Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9236051296446,CAPTURE,SUCCESS,shopify_payments,2026-04-25T18:29:51Z,2026-04-25T18:29:51Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7673541591230,#1354,2026-04-25T20:17:08Z,2026-04-25T20:17:04Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9236349124798,CAPTURE,SUCCESS,shopify_payments,2026-04-25T20:17:10Z,2026-04-25T20:17:10Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7673732726974,#1356,2026-04-25T22:11:00Z,2026-04-25T22:10:58Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9236625686718,SALE,SUCCESS,shopify_payments,2026-04-25T22:10:55Z,2026-04-25T22:10:55Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7673745572030,#1357,2026-04-25T22:21:39Z,2026-04-25T22:21:35Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9236643512510,CAPTURE,SUCCESS,shopify_payments,2026-04-25T22:21:40Z,2026-04-25T22:21:40Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673790267582,#1358,2026-04-25T22:53:54Z,2026-04-25T22:53:52Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9236702232766,CAPTURE,SUCCESS,shopify_payments,2026-04-25T22:53:56Z,2026-04-25T22:53:56Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673794429118,#1359,2026-04-25T22:57:19Z,2026-04-25T22:57:14Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9236707180734,SALE,SUCCESS,shopify_payments,2026-04-25T22:57:15Z,2026-04-25T22:57:15Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7673860620478,#1361,2026-04-25T23:46:53Z,2026-04-25T23:46:50Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9236797161662,CAPTURE,SUCCESS,shopify_payments,2026-04-25T23:46:55Z,2026-04-25T23:46:55Z,88.0,USD,processing_fee,2.5,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7674247610558,#1362,2026-04-26T04:36:22Z,2026-04-26T04:36:18Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9237309456574,CAPTURE,SUCCESS,shopify_payments,2026-04-26T04:36:23Z,2026-04-26T04:36:23Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
