order_gid,order_name,order_created_at,order_processed_at,order_financial_status,order_total_amount,order_currency,transaction_gid,transaction_kind,transaction_status,transaction_gateway,transaction_created_at,transaction_processed_at,transaction_amount,transaction_currency,fee_type,fee_amount,fee_currency,fee_tax_amount,fee_tax_currency,fee_rate_name,fee_flat_fee_name,fee_rate
gid://shopify/Order/7653558649022,#1189,2026-04-17T22:14:25Z,2026-04-17T22:14:20Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9208296931518,CAPTURE,SUCCESS,shopify_payments,2026-04-17T22:14:26Z,2026-04-17T22:14:26Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7653608390846,#1190,2026-04-17T22:46:23Z,2026-04-17T22:46:21Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9208361877694,CAPTURE,SUCCESS,shopify_payments,2026-04-17T22:46:24Z,2026-04-17T22:46:24Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7653757583550,#1191,2026-04-18T00:08:38Z,2026-04-18T00:08:37Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9208551243966,CAPTURE,SUCCESS,shopify_payments,2026-04-18T00:08:39Z,2026-04-18T00:08:39Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7654236618942,#1192,2026-04-18T05:52:44Z,2026-04-18T05:52:43Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9209174425790,CAPTURE,SUCCESS,shopify_payments,2026-04-18T05:52:45Z,2026-04-18T05:52:45Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7654611615934,#1194,2026-04-18T12:17:27Z,2026-04-18T12:17:24Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9209679544510,CAPTURE,SUCCESS,shopify_payments,2026-04-18T12:17:29Z,2026-04-18T12:17:29Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7654631932094,#1195,2026-04-18T12:38:11Z,2026-04-18T12:38:08Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9209708511422,CAPTURE,SUCCESS,shopify_payments,2026-04-18T12:38:13Z,2026-04-18T12:38:13Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7655027179710,#1196,2026-04-18T16:44:55Z,2026-04-18T16:44:52Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9210262618302,CAPTURE,SUCCESS,shopify_payments,2026-04-18T16:44:56Z,2026-04-18T16:44:56Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7655229554878,#1197,2026-04-18T18:15:08Z,2026-04-18T18:15:07Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9210525778110,CAPTURE,SUCCESS,shopify_payments,2026-04-18T18:15:09Z,2026-04-18T18:15:09Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7655542161598,#1198,2026-04-18T21:00:56Z,2026-04-18T21:00:55Z,PAID,90.0,USD,gid://shopify/OrderTransaction/9210987872446,CAPTURE,SUCCESS,shopify_payments,2026-04-18T21:00:57Z,2026-04-18T21:00:57Z,90.0,USD,processing_fee,3.63,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7655678443710,#1199,2026-04-18T22:34:43Z,2026-04-18T22:34:39Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9211170029758,CAPTURE,SUCCESS,shopify_payments,2026-04-18T22:34:45Z,2026-04-18T22:34:45Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7655696564414,#1200,2026-04-18T22:46:57Z,2026-04-18T22:46:52Z,PAID,99.45,USD,gid://shopify/OrderTransaction/9211193295038,CAPTURE,SUCCESS,shopify_payments,2026-04-18T22:46:58Z,2026-04-18T22:46:58Z,99.45,USD,processing_fee,2.79,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7655831601342,#1201,2026-04-19T00:33:50Z,2026-04-19T00:33:47Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9211370864830,CAPTURE,SUCCESS,shopify_payments,2026-04-19T00:33:51Z,2026-04-19T00:33:51Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7655867252926,#1202,2026-04-19T01:03:05Z,2026-04-19T01:03:02Z,PAID,117.0,USD,gid://shopify/OrderTransaction/9211416805566,CAPTURE,SUCCESS,shopify_payments,2026-04-19T01:03:07Z,2026-04-19T01:03:07Z,117.0,USD,processing_fee,3.23,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656003698878,#1203,2026-04-19T02:56:03Z,2026-04-19T02:55:58Z,PAID,90.0,USD,gid://shopify/OrderTransaction/9211598438590,CAPTURE,SUCCESS,shopify_payments,2026-04-19T02:56:04Z,2026-04-19T02:56:04Z,90.0,USD,processing_fee,2.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656149385406,#1204,2026-04-19T04:45:03Z,2026-04-19T04:44:59Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9211788263614,SALE,SUCCESS,shopify_payments,2026-04-19T04:45:00Z,2026-04-19T04:45:00Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656159445182,#1205,2026-04-19T04:54:17Z,2026-04-19T04:54:14Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9211801731262,CAPTURE,SUCCESS,shopify_payments,2026-04-19T04:54:19Z,2026-04-19T04:54:19Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656577892542,#1207,2026-04-19T12:07:39Z,2026-04-19T12:07:35Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9212371828926,CAPTURE,SUCCESS,shopify_payments,2026-04-19T12:07:40Z,2026-04-19T12:07:40Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656710832318,#1209,2026-04-19T14:01:03Z,2026-04-19T14:00:59Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9212562047166,SALE,SUCCESS,shopify_payments,2026-04-19T14:01:00Z,2026-04-19T14:01:00Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656793571518,#1211,2026-04-19T14:56:43Z,2026-04-19T14:56:39Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9212676505790,CAPTURE,SUCCESS,shopify_payments,2026-04-19T14:56:44Z,2026-04-19T14:56:44Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7656832434366,#1212,2026-04-19T15:19:46Z,2026-04-19T15:19:42Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9212728377534,CAPTURE,SUCCESS,shopify_payments,2026-04-19T15:19:48Z,2026-04-19T15:19:48Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657228730558,#1213,2026-04-19T18:39:21Z,2026-04-19T18:39:17Z,PAID,99.45,USD,gid://shopify/OrderTransaction/9213242671294,CAPTURE,SUCCESS,shopify_payments,2026-04-19T18:39:22Z,2026-04-19T18:39:22Z,99.45,USD,processing_fee,2.79,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657242362046,#1214,2026-04-19T18:46:40Z,2026-04-19T18:46:37Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9213260431550,CAPTURE,SUCCESS,shopify_payments,2026-04-19T18:46:42Z,2026-04-19T18:46:42Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657408463038,#1215,2026-04-19T20:12:42Z,2026-04-19T20:12:39Z,PAID,90.0,USD,gid://shopify/OrderTransaction/9213482893502,CAPTURE,SUCCESS,shopify_payments,2026-04-19T20:12:44Z,2026-04-19T20:12:44Z,90.0,USD,processing_fee,2.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657524854974,#1216,2026-04-19T21:09:52Z,2026-04-19T21:09:49Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9213667770558,CAPTURE,SUCCESS,shopify_payments,2026-04-19T21:09:53Z,2026-04-19T21:09:53Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657532260542,#1217,2026-04-19T21:14:37Z,2026-04-19T21:14:32Z,PARTIALLY_REFUNDED,234.0,USD,gid://shopify/OrderTransaction/9213677273278,CAPTURE,SUCCESS,shopify_payments,2026-04-19T21:14:39Z,2026-04-19T21:14:39Z,234.0,USD,processing_fee,6.15,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657630630078,#1218,2026-04-19T22:10:52Z,2026-04-19T22:10:49Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9213801365694,CAPTURE,SUCCESS,shopify_payments,2026-04-19T22:10:54Z,2026-04-19T22:10:54Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657756164286,#1220,2026-04-19T23:32:03Z,2026-04-19T23:31:58Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9213962682558,CAPTURE,SUCCESS,shopify_payments,2026-04-19T23:32:04Z,2026-04-19T23:32:04Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7657779691710,#1221,2026-04-19T23:46:41Z,2026-04-19T23:46:37Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9213992108222,CAPTURE,SUCCESS,shopify_payments,2026-04-19T23:46:42Z,2026-04-19T23:46:42Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7658417225918,#1222,2026-04-20T07:27:41Z,2026-04-20T07:27:37Z,PAID,99.45,USD,gid://shopify/OrderTransaction/9214821138622,CAPTURE,SUCCESS,shopify_payments,2026-04-20T07:27:43Z,2026-04-20T07:27:43Z,99.45,USD,processing_fee,2.79,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7658757554366,#1224,2026-04-20T13:19:09Z,2026-04-20T13:19:06Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9217024557246,CAPTURE,SUCCESS,shopify_payments,2026-04-20T13:19:10Z,2026-04-20T13:19:10Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7658961993918,#1225,2026-04-20T15:18:57Z,2026-04-20T15:18:54Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9217417937086,CAPTURE,SUCCESS,shopify_payments,2026-04-20T15:18:59Z,2026-04-20T15:18:59Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7659131044030,#1226,2026-04-20T16:22:18Z,2026-04-20T16:22:14Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9217676607678,CAPTURE,SUCCESS,shopify_payments,2026-04-20T16:22:19Z,2026-04-20T16:22:19Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7659242258622,#1227,2026-04-20T16:57:23Z,2026-04-20T16:57:20Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9217825341630,CAPTURE,SUCCESS,shopify_payments,2026-04-20T16:57:25Z,2026-04-20T16:57:25Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7659332993214,#1228,2026-04-20T17:28:38Z,2026-04-20T17:28:34Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9217957429438,CAPTURE,SUCCESS,shopify_payments,2026-04-20T17:28:40Z,2026-04-20T17:28:40Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7659572887742,#1229,2026-04-20T19:09:52Z,2026-04-20T19:09:49Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9218275606718,CAPTURE,SUCCESS,shopify_payments,2026-04-20T19:09:53Z,2026-04-20T19:09:53Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7659634163902,#1231,2026-04-20T19:38:23Z,2026-04-20T19:38:20Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9218368569534,CAPTURE,SUCCESS,shopify_payments,2026-04-20T19:38:24Z,2026-04-20T19:38:24Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7659638554814,#1232,2026-04-20T19:40:27Z,2026-04-20T19:40:23Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9218374303934,CAPTURE,SUCCESS,shopify_payments,2026-04-20T19:40:29Z,2026-04-20T19:40:29Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7659986976958,#1233,2026-04-20T22:45:55Z,2026-04-20T22:45:52Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9218944827582,SALE,SUCCESS,shopify_payments,2026-04-20T22:45:52Z,2026-04-20T22:45:52Z,88.0,USD,processing_fee,2.5,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7660103925950,#1234,2026-04-20T23:45:45Z,2026-04-20T23:45:41Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9219153985726,CAPTURE,SUCCESS,shopify_payments,2026-04-20T23:45:46Z,2026-04-20T23:45:46Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7660104384702,#1235,2026-04-20T23:46:00Z,2026-04-20T23:45:57Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9219155099838,CAPTURE,SUCCESS,shopify_payments,2026-04-20T23:46:02Z,2026-04-20T23:46:02Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7660195020990,#1236,2026-04-21T00:30:11Z,2026-04-21T00:30:06Z,PAID,124.95,USD,gid://shopify/OrderTransaction/9219308781758,CAPTURE,SUCCESS,shopify_payments,2026-04-21T00:30:13Z,2026-04-21T00:30:13Z,124.95,USD,processing_fee,3.42,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7660278120638,#1237,2026-04-21T01:26:35Z,2026-04-21T01:26:31Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9219452436670,CAPTURE,SUCCESS,shopify_payments,2026-04-21T01:26:37Z,2026-04-21T01:26:37Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7660691914942,#1238,2026-04-21T05:56:15Z,2026-04-21T05:56:12Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9220005036222,CAPTURE,SUCCESS,shopify_payments,2026-04-21T05:56:17Z,2026-04-21T05:56:17Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7660795625662,#1239,2026-04-21T07:18:52Z,2026-04-21T07:18:51Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9220146659518,CAPTURE,SUCCESS,shopify_payments,2026-04-21T07:18:53Z,2026-04-21T07:18:53Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7660827967678,#1240,2026-04-21T07:58:09Z,2026-04-21T07:58:06Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9220196630718,CAPTURE,SUCCESS,shopify_payments,2026-04-21T07:58:10Z,2026-04-21T07:58:10Z,59.0,USD,processing_fee,2.72,USD,0.0,USD,amex_international_card_not_present,,0.041
gid://shopify/Order/7660981059774,#1241,2026-04-21T10:55:24Z,2026-04-21T10:55:22Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9220412604606,CAPTURE,SUCCESS,shopify_payments,2026-04-21T10:55:25Z,2026-04-21T10:55:25Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7661033357502,#1242,2026-04-21T11:48:26Z,2026-04-21T11:48:21Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9220489674942,SALE,SUCCESS,shopify_payments,2026-04-21T11:48:21Z,2026-04-21T11:48:21Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661079068862,#1243,2026-04-21T12:20:48Z,2026-04-21T12:20:46Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9220550754494,CAPTURE,SUCCESS,shopify_payments,2026-04-21T12:20:50Z,2026-04-21T12:20:50Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7661150535870,#1244,2026-04-21T13:10:41Z,2026-04-21T13:10:36Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9220653154494,CAPTURE,SUCCESS,shopify_payments,2026-04-21T13:10:42Z,2026-04-21T13:10:42Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661156729022,#1245,2026-04-21T13:14:51Z,2026-04-21T13:14:48Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9220662591678,CAPTURE,SUCCESS,shopify_payments,2026-04-21T13:14:53Z,2026-04-21T13:14:53Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661232095422,#1246,2026-04-21T14:01:32Z,2026-04-21T14:01:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9220776526014,CAPTURE,SUCCESS,shopify_payments,2026-04-21T14:01:34Z,2026-04-21T14:01:34Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661407699134,#1247,2026-04-21T15:17:21Z,2026-04-21T15:17:17Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9221027758270,CAPTURE,SUCCESS,shopify_payments,2026-04-21T15:17:22Z,2026-04-21T15:17:22Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661468156094,#1248,2026-04-21T15:44:04Z,2026-04-21T15:43:59Z,PAID,70.4,USD,gid://shopify/OrderTransaction/9221121147070,CAPTURE,SUCCESS,shopify_payments,2026-04-21T15:44:05Z,2026-04-21T15:44:05Z,70.4,USD,processing_fee,2.06,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661644316862,#1249,2026-04-21T16:47:27Z,2026-04-21T16:47:24Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9221378113726,CAPTURE,SUCCESS,shopify_payments,2026-04-21T16:47:28Z,2026-04-21T16:47:28Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661644316862,#1249,2026-04-21T16:47:27Z,2026-04-21T16:47:24Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9221379227838,SALE,SUCCESS,shopify_payments,2026-04-21T16:47:49Z,2026-04-21T16:47:49Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7661761822910,#1250,2026-04-21T17:22:12Z,2026-04-21T17:22:08Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9221535596734,CAPTURE,SUCCESS,shopify_payments,2026-04-21T17:22:13Z,2026-04-21T17:22:13Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662003650750,#1251,2026-04-21T18:56:29Z,2026-04-21T18:56:25Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9221848105150,CAPTURE,SUCCESS,shopify_payments,2026-04-21T18:56:30Z,2026-04-21T18:56:30Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662158348478,#1252,2026-04-21T20:02:13Z,2026-04-21T20:02:09Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9222032752830,CAPTURE,SUCCESS,shopify_payments,2026-04-21T20:02:15Z,2026-04-21T20:02:15Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662168309950,#1253,2026-04-21T20:06:45Z,2026-04-21T20:06:43Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9222044451006,CAPTURE,SUCCESS,shopify_payments,2026-04-21T20:06:47Z,2026-04-21T20:06:47Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662221951166,#1254,2026-04-21T20:33:35Z,2026-04-21T20:33:31Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9222124568766,CAPTURE,SUCCESS,shopify_payments,2026-04-21T20:33:36Z,2026-04-21T20:33:36Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662381727934,#1255,2026-04-21T21:58:36Z,2026-04-21T21:58:32Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9222339428542,CAPTURE,SUCCESS,shopify_payments,2026-04-21T21:58:38Z,2026-04-21T21:58:38Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662501953726,#1256,2026-04-21T23:05:33Z,2026-04-21T23:05:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9222499958974,CAPTURE,SUCCESS,shopify_payments,2026-04-21T23:05:35Z,2026-04-21T23:05:35Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662514995390,#1257,2026-04-21T23:11:19Z,2026-04-21T23:11:15Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9222515196094,SALE,SUCCESS,shopify_payments,2026-04-21T23:11:16Z,2026-04-21T23:11:16Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7662739914942,#1258,2026-04-22T00:48:11Z,2026-04-22T00:48:08Z,PARTIALLY_REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9222791594174,CAPTURE,SUCCESS,shopify_payments,2026-04-22T00:48:12Z,2026-04-22T00:48:12Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662752563390,#1259,2026-04-22T00:54:30Z,2026-04-22T00:54:27Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9222806634686,CAPTURE,SUCCESS,shopify_payments,2026-04-22T00:54:31Z,2026-04-22T00:54:31Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7662821179582,#1260,2026-04-22T01:22:29Z,2026-04-22T01:22:25Z,PAID,139.0,USD,gid://shopify/OrderTransaction/9222885900478,CAPTURE,SUCCESS,shopify_payments,2026-04-22T01:22:30Z,2026-04-22T01:22:30Z,139.0,USD,processing_fee,4.61,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7663073263806,#1261,2026-04-22T04:03:42Z,2026-04-22T04:03:39Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9223203061950,CAPTURE,SUCCESS,shopify_payments,2026-04-22T04:03:43Z,2026-04-22T04:03:43Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7663277047998,#1262,2026-04-22T04:22:23Z,2026-04-22T04:22:13Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9223422116030,CAPTURE,SUCCESS,shopify_payments,2026-04-22T04:22:24Z,2026-04-22T04:22:24Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7664863510718,#1264,2026-04-22T06:45:38Z,2026-04-22T06:45:37Z,PAID,93.5,USD,gid://shopify/OrderTransaction/9225095512254,CAPTURE,SUCCESS,shopify_payments,2026-04-22T06:45:39Z,2026-04-22T06:45:39Z,93.5,USD,processing_fee,3.75,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7665227792574,#1265,2026-04-22T12:47:00Z,2026-04-22T12:46:58Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9225612984510,CAPTURE,SUCCESS,shopify_payments,2026-04-22T12:47:02Z,2026-04-22T12:47:02Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7665267212478,#1266,2026-04-22T13:10:51Z,2026-04-22T13:10:47Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9225665020094,CAPTURE,SUCCESS,shopify_payments,2026-04-22T13:10:52Z,2026-04-22T13:10:52Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7665267343550,#1267,2026-04-22T13:10:54Z,2026-04-22T13:10:50Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9225665183934,CAPTURE,SUCCESS,shopify_payments,2026-04-22T13:10:55Z,2026-04-22T13:10:55Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7665312465086,#1268,2026-04-22T13:34:56Z,2026-04-22T13:34:52Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9225731965118,CAPTURE,SUCCESS,shopify_payments,2026-04-22T13:34:57Z,2026-04-22T13:34:57Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7665606262974,#1269,2026-04-22T15:33:50Z,2026-04-22T15:33:46Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9226084221118,CAPTURE,SUCCESS,shopify_payments,2026-04-22T15:33:51Z,2026-04-22T15:33:51Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7665957273790,#1270,2026-04-22T17:22:25Z,2026-04-22T17:22:20Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9226512892094,CAPTURE,SUCCESS,shopify_payments,2026-04-22T17:22:27Z,2026-04-22T17:22:27Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7666039587006,#1271,2026-04-22T17:47:37Z,2026-04-22T17:47:36Z,PARTIALLY_REFUNDED,106.2,USD,gid://shopify/OrderTransaction/9226610835646,CAPTURE,SUCCESS,shopify_payments,2026-04-22T17:47:37Z,2026-04-22T17:47:37Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7666039587006,#1271,2026-04-22T17:47:37Z,2026-04-22T17:47:36Z,PARTIALLY_REFUNDED,106.2,USD,gid://shopify/OrderTransaction/9226611392702,SALE,SUCCESS,shopify_payments,2026-04-22T17:47:50Z,2026-04-22T17:47:50Z,47.2,USD,processing_fee,2.14,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7666054496446,#1272,2026-04-22T17:52:41Z,2026-04-22T17:52:38Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9226629251262,CAPTURE,SUCCESS,shopify_payments,2026-04-22T17:52:43Z,2026-04-22T17:52:43Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
